job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates
Data Analyst,Company_282,Healthcare,Chennai,"Python, Deep Learning, NLP",Senior,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-07,Low,Google Data Analytics Certificate
Business Analyst,Company_2,Finance,Pune,"AWS, Docker, Kubernetes",Junior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-13,Low,None
Business Analyst,Company_363,Healthcare,Mumbai,"AWS, Docker, Kubernetes",Junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,Low,None
Product Manager,Company_39,Automobile,Kolkata,"Java, Spring, Microservices",Senior,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-20,Low,None
Business Analyst,Company_458,E-commerce,Delhi,"Linux, Networking, Security",Junior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-11,Medium,None
Cloud Engineer,Company_326,Automobile,Mumbai,"Java, Spring, Microservices",Senior,9-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-18,High,AWS Certified Solutions Architect
Cloud Engineer,Company_328,Education,Mumbai,"Python, SQL, Machine Learning",Mid,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-23,Medium,AWS Certified Solutions Architect
Cyber Security Analyst,Company_380,IT,Pune,"Python, SQL, Machine Learning",Junior,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-11,High,Cybersecurity Essentials
Software Developer,Company_365,Telecom,Remote,"AWS, Docker, Kubernetes",Senior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-29,Medium,None
Business Analyst,Company_429,Healthcare,Hyderabad,"Python, Data Analysis, Statistics",Mid,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-22,Low,None
Business Analyst,Company_116,Education,Hyderabad,"Java, Spring, Microservices",Fresher,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-01,Low,None
Backend Developer,Company_260,Automobile,Chennai,"Power BI, Excel, SQL",Mid,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-06,Medium,None
Cloud Engineer,Company_188,Finance,Chennai,"AWS, Docker, Kubernetes",Senior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-16,Low,AWS Certified Solutions Architect
Data Scientist,Company_303,IT,Hyderabad,"Java, Spring, Microservices",Fresher,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-28,High,Certified Data Scientist
AI Engineer,Company_159,Education,Kolkata,"Power BI, Excel, SQL",Fresher,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-03,High,None
Backend Developer,Company_465,Automobile,Delhi,"Python, SQL, Machine Learning",Junior,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-06,High,None
ML Engineer,Company_26,IT,Delhi,"Python, SQL, Machine Learning",Mid,10-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-24,Low,None
DevOps Engineer,Company_325,Finance,Delhi,"AWS, Docker, Kubernetes",Junior,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-17,Medium,None
Backend Developer,Company_26,E-commerce,Mumbai,"Linux, Networking, Security",Junior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-19,High,None
Cyber Security Analyst,Company_115,Automobile,Remote,"AWS, Docker, Kubernetes",Mid,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-27,High,Cybersecurity Essentials
Cloud Engineer,Company_183,Education,Mumbai,"AWS, Docker, Kubernetes",Mid,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-29,Medium,AWS Certified Solutions Architect
Cloud Engineer,Company_366,IT,Bangalore,"Python, Data Analysis, Statistics",Mid,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-03,Low,AWS Certified Solutions Architect
Business Analyst,Company_268,Education,Hyderabad,"Linux, Networking, Security",Senior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-08,Medium,None
Cloud Engineer,Company_400,IT,Chennai,"Power BI, Excel, SQL",Mid,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-20,Low,AWS Certified Solutions Architect
AI Engineer,Company_170,Manufacturing,Pune,"Linux, Networking, Security",Mid,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-19,Medium,None
AI Engineer,Company_373,Telecom,Remote,"Python, Data Analysis, Statistics",Fresher,6-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-26,Low,None
Product Manager,Company_86,Education,Pune,"AWS, Docker, Kubernetes",Fresher,9-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-20,Medium,None
AI Engineer,Company_17,Telecom,Mumbai,"Java, Spring, Microservices",Junior,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-20,Low,None
Data Analyst,Company_396,Healthcare,Hyderabad,"JavaScript, React, HTML, CSS",Senior,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-26,Medium,Google Data Analytics Certificate
Software Developer,Company_416,Education,Chennai,"Power BI, Excel, SQL",Fresher,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-29,Low,None
DevOps Engineer,Company_283,IT,Pune,"Python, SQL, Machine Learning",Senior,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-24,High,None
Cloud Engineer,Company_111,Manufacturing,Kolkata,"Python, Data Analysis, Statistics",Junior,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-17,Medium,AWS Certified Solutions Architect
Cloud Engineer,Company_407,Automobile,Bangalore,"Python, Deep Learning, NLP",Fresher,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-07,High,AWS Certified Solutions Architect
ML Engineer,Company_33,E-commerce,Bangalore,"Python, Data Analysis, Statistics",Fresher,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,High,None
Software Developer,Company_379,Telecom,Mumbai,"Linux, Networking, Security",Mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-19,Low,None
Software Developer,Company_46,E-commerce,Bangalore,"JavaScript, React, HTML, CSS",Mid,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-10,Low,None
Product Manager,Company_85,Healthcare,Mumbai,"Java, Spring, Microservices",Fresher,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-28,Medium,None
AI Engineer,Company_295,Finance,Remote,"Power BI, Excel, SQL",Senior,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-21,Medium,None
Backend Developer,Company_314,IT,Remote,"Python, Data Analysis, Statistics",Mid,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,High,None
Data Analyst,Company_222,IT,Kolkata,"Java, Spring, Microservices",Fresher,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-09,Low,Google Data Analytics Certificate
Software Developer,Company_144,Healthcare,Pune,"Linux, Networking, Security",Junior,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-24,High,None
ML Engineer,Company_398,Finance,Chennai,"Python, Deep Learning, NLP",Junior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-23,High,None
Backend Developer,Company_197,E-commerce,Remote,"Power BI, Excel, SQL",Fresher,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-02,High,None
Product Manager,Company_58,Telecom,Kolkata,"AWS, Docker, Kubernetes",Fresher,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-02,Low,None
Business Analyst,Company_449,Healthcare,Chennai,"AWS, Docker, Kubernetes",Junior,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,Medium,None
Software Developer,Company_36,E-commerce,Chennai,"JavaScript, React, HTML, CSS",Junior,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-10,Low,None
Business Analyst,Company_239,Telecom,Mumbai,"JavaScript, React, HTML, CSS",Mid,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-15,Low,None
Backend Developer,Company_460,Finance,Mumbai,"Python, SQL, Machine Learning",Junior,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-21,Medium,None
Data Analyst,Company_91,Telecom,Chennai,"Linux, Networking, Security",Mid,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,Google Data Analytics Certificate
Frontend Developer,Company_128,Education,Bangalore,"Linux, Networking, Security",Senior,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-23,Low,None
Data Scientist,Company_177,Automobile,Mumbai,"AWS, Docker, Kubernetes",Fresher,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-29,High,Certified Data Scientist
Business Analyst,Company_482,Education,Kolkata,"JavaScript, React, HTML, CSS",Mid,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-01,Medium,None
Software Developer,Company_350,Manufacturing,Remote,"Java, Spring, Microservices",Junior,8-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-23,High,None
Frontend Developer,Company_61,Finance,Delhi,"AWS, Docker, Kubernetes",Senior,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-03,Low,None
Data Scientist,Company_339,Manufacturing,Bangalore,"Java, Spring, Microservices",Senior,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-24,High,Certified Data Scientist
Cloud Engineer,Company_248,Finance,Remote,"JavaScript, React, HTML, CSS",Mid,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-20,High,AWS Certified Solutions Architect
Cloud Engineer,Company_48,Finance,Chennai,"Python, Data Analysis, Statistics",Fresher,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-23,Medium,AWS Certified Solutions Architect
Business Analyst,Company_459,Education,Kolkata,"Python, Deep Learning, NLP",Junior,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-16,High,None
Product Manager,Company_311,Finance,Hyderabad,"Linux, Networking, Security",Senior,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-18,High,None
Product Manager,Company_135,Telecom,Delhi,"Power BI, Excel, SQL",Mid,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-24,Low,None
ML Engineer,Company_11,Healthcare,Pune,"Python, Deep Learning, NLP",Fresher,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-27,Medium,None
Frontend Developer,Company_51,E-commerce,Pune,"JavaScript, React, HTML, CSS",Senior,3-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-05,Medium,None
Software Developer,Company_277,E-commerce,Delhi,"Python, Deep Learning, NLP",Fresher,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-09,High,None
ML Engineer,Company_240,E-commerce,Mumbai,"Python, Deep Learning, NLP",Mid,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-27,Low,None
Data Analyst,Company_462,Manufacturing,Bangalore,"Python, SQL, Machine Learning",Junior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-27,High,Google Data Analytics Certificate
DevOps Engineer,Company_417,Manufacturing,Chennai,"Java, Spring, Microservices",Senior,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-12,Low,None
Software Developer,Company_148,Automobile,Chennai,"JavaScript, React, HTML, CSS",Junior,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-16,Medium,None
Business Analyst,Company_99,IT,Hyderabad,"AWS, Docker, Kubernetes",Mid,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-13,High,None
DevOps Engineer,Company_415,Manufacturing,Mumbai,"Python, Deep Learning, NLP",Mid,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,High,None
DevOps Engineer,Company_480,E-commerce,Pune,"Java, Spring, Microservices",Fresher,10-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-25,Medium,None
Cyber Security Analyst,Company_189,E-commerce,Delhi,"Power BI, Excel, SQL",Mid,5-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-08,Medium,Cybersecurity Essentials
Software Developer,Company_57,Education,Bangalore,"Java, Spring, Microservices",Mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Low,None
Business Analyst,Company_48,Automobile,Bangalore,"Python, Deep Learning, NLP",Senior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-22,Medium,None
DevOps Engineer,Company_130,E-commerce,Chennai,"AWS, Docker, Kubernetes",Senior,6-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,Low,None
Backend Developer,Company_170,Automobile,Chennai,"AWS, Docker, Kubernetes",Fresher,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-29,Medium,None
Frontend Developer,Company_104,Education,Mumbai,"Python, SQL, Machine Learning",Mid,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-17,High,None
Software Developer,Company_286,Healthcare,Kolkata,"Linux, Networking, Security",Junior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-12,Low,None
AI Engineer,Company_439,Automobile,Pune,"Linux, Networking, Security",Senior,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-18,Medium,None
Product Manager,Company_323,Telecom,Kolkata,"Power BI, Excel, SQL",Junior,6-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-17,Medium,None
Product Manager,Company_152,Healthcare,Remote,"Java, Spring, Microservices",Mid,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-17,Low,None
Data Scientist,Company_72,Healthcare,Mumbai,"Linux, Networking, Security",Fresher,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-02,Medium,Certified Data Scientist
Frontend Developer,Company_340,Telecom,Hyderabad,"Python, Data Analysis, Statistics",Fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-15,High,None
ML Engineer,Company_205,Healthcare,Chennai,"Java, Spring, Microservices",Mid,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-16,Medium,None
Product Manager,Company_247,Automobile,Kolkata,"Java, Spring, Microservices",Junior,3-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-08,Low,None
Product Manager,Company_341,IT,Delhi,"Python, Deep Learning, NLP",Mid,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-13,Medium,None
Backend Developer,Company_407,Healthcare,Mumbai,"Python, SQL, Machine Learning",Junior,3-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-20,Medium,None
Data Scientist,Company_105,E-commerce,Pune,"Power BI, Excel, SQL",Mid,9-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-12,High,Certified Data Scientist
Data Scientist,Company_211,Education,Remote,"Power BI, Excel, SQL",Junior,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,Medium,Certified Data Scientist
Frontend Developer,Company_316,Education,Hyderabad,"JavaScript, React, HTML, CSS",Junior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-15,High,None
Backend Developer,Company_266,Education,Bangalore,"Linux, Networking, Security",Fresher,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-16,High,None
Product Manager,Company_115,Automobile,Mumbai,"Python, Data Analysis, Statistics",Fresher,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-30,High,None
Cyber Security Analyst,Company_487,Finance,Bangalore,"Power BI, Excel, SQL",Mid,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-24,High,Cybersecurity Essentials
Backend Developer,Company_316,Automobile,Delhi,"Python, SQL, Machine Learning",Senior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-03,High,None
Cloud Engineer,Company_102,IT,Chennai,"JavaScript, React, HTML, CSS",Mid,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-28,High,AWS Certified Solutions Architect
Frontend Developer,Company_119,Healthcare,Chennai,"Python, Deep Learning, NLP",Senior,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-28,Low,None
Backend Developer,Company_190,Education,Hyderabad,"Java, Spring, Microservices",Fresher,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-24,Low,None
Frontend Developer,Company_425,Manufacturing,Bangalore,"Python, SQL, Machine Learning",Mid,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-02,Low,None
Software Developer,Company_262,Telecom,Chennai,"Linux, Networking, Security",Fresher,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-14,High,None
Frontend Developer,Company_224,Finance,Pune,"JavaScript, React, HTML, CSS",Mid,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-24,High,None
Cloud Engineer,Company_164,Education,Mumbai,"Linux, Networking, Security",Fresher,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-09,Medium,AWS Certified Solutions Architect
AI Engineer,Company_113,Finance,Bangalore,"Power BI, Excel, SQL",Senior,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-16,High,None
Cloud Engineer,Company_367,Telecom,Kolkata,"Power BI, Excel, SQL",Senior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-22,Low,AWS Certified Solutions Architect
DevOps Engineer,Company_80,Automobile,Bangalore,"Python, Data Analysis, Statistics",Mid,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-17,Medium,None
Software Developer,Company_191,IT,Remote,"JavaScript, React, HTML, CSS",Mid,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-03,Medium,None
Cyber Security Analyst,Company_40,Finance,Bangalore,"Python, Deep Learning, NLP",Junior,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-05,Low,Cybersecurity Essentials
Software Developer,Company_206,Automobile,Mumbai,"JavaScript, React, HTML, CSS",Mid,10-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-18,Medium,None
Frontend Developer,Company_23,Automobile,Kolkata,"Power BI, Excel, SQL",Junior,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-22,Low,None
AI Engineer,Company_145,Automobile,Remote,"Python, Deep Learning, NLP",Senior,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-04,Medium,None
Cloud Engineer,Company_318,Manufacturing,Hyderabad,"Python, Data Analysis, Statistics",Senior,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-20,Medium,AWS Certified Solutions Architect
Data Analyst,Company_106,IT,Bangalore,"Python, SQL, Machine Learning",Mid,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-24,Low,Google Data Analytics Certificate
Software Developer,Company_147,Manufacturing,Bangalore,"Power BI, Excel, SQL",Senior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-08,High,None
Cyber Security Analyst,Company_171,E-commerce,Pune,"Python, SQL, Machine Learning",Fresher,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-29,High,Cybersecurity Essentials
Frontend Developer,Company_294,Automobile,Delhi,"Power BI, Excel, SQL",Junior,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,High,None
Data Scientist,Company_385,Finance,Pune,"JavaScript, React, HTML, CSS",Junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-03,Low,Certified Data Scientist
Product Manager,Company_362,Manufacturing,Chennai,"Java, Spring, Microservices",Junior,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-25,Medium,None
Data Scientist,Company_97,Automobile,Hyderabad,"Python, Data Analysis, Statistics",Fresher,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-18,High,Certified Data Scientist
Business Analyst,Company_64,Education,Remote,"Java, Spring, Microservices",Fresher,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-24,High,None
Cyber Security Analyst,Company_214,IT,Bangalore,"Python, Data Analysis, Statistics",Mid,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,High,Cybersecurity Essentials
Data Scientist,Company_290,Finance,Pune,"Python, SQL, Machine Learning",Junior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-26,High,Certified Data Scientist
Backend Developer,Company_148,Telecom,Delhi,"Python, Deep Learning, NLP",Junior,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-17,Medium,None
Backend Developer,Company_140,IT,Mumbai,"AWS, Docker, Kubernetes",Junior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-23,Low,None
Frontend Developer,Company_347,Education,Mumbai,"AWS, Docker, Kubernetes",Senior,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-19,Low,None
Business Analyst,Company_425,Manufacturing,Hyderabad,"JavaScript, React, HTML, CSS",Junior,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-30,Medium,None
Frontend Developer,Company_100,Automobile,Delhi,"Python, SQL, Machine Learning",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-11,Medium,None
Data Scientist,Company_495,Manufacturing,Remote,"Java, Spring, Microservices",Mid,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-10,Low,Certified Data Scientist
Cyber Security Analyst,Company_261,Finance,Chennai,"Power BI, Excel, SQL",Senior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,Cybersecurity Essentials
Cloud Engineer,Company_6,IT,Bangalore,"Python, Deep Learning, NLP",Senior,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-02,High,AWS Certified Solutions Architect
Frontend Developer,Company_401,Automobile,Remote,"AWS, Docker, Kubernetes",Mid,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-05,High,None
Data Scientist,Company_309,Finance,Chennai,"Power BI, Excel, SQL",Junior,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-09,High,Certified Data Scientist
Backend Developer,Company_210,Telecom,Remote,"AWS, Docker, Kubernetes",Senior,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-08,Low,None
Product Manager,Company_238,Healthcare,Mumbai,"AWS, Docker, Kubernetes",Mid,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-09,High,None
AI Engineer,Company_3,Telecom,Mumbai,"JavaScript, React, HTML, CSS",Mid,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,High,None
Data Analyst,Company_274,Healthcare,Delhi,"Linux, Networking, Security",Fresher,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-16,Medium,Google Data Analytics Certificate
Product Manager,Company_131,Education,Bangalore,"Python, SQL, Machine Learning",Mid,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-28,Medium,None
Data Analyst,Company_417,Manufacturing,Kolkata,"Java, Spring, Microservices",Senior,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-09,High,Google Data Analytics Certificate
DevOps Engineer,Company_480,E-commerce,Mumbai,"Python, Deep Learning, NLP",Junior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-30,Low,None
AI Engineer,Company_127,Education,Delhi,"Java, Spring, Microservices",Mid,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,Medium,None
DevOps Engineer,Company_206,Education,Delhi,"JavaScript, React, HTML, CSS",Fresher,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-25,High,None
Data Analyst,Company_411,Finance,Kolkata,"Python, Deep Learning, NLP",Fresher,5-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-01,High,Google Data Analytics Certificate
Cloud Engineer,Company_257,IT,Kolkata,"Python, SQL, Machine Learning",Senior,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-02,Medium,AWS Certified Solutions Architect
Data Scientist,Company_254,Healthcare,Mumbai,"AWS, Docker, Kubernetes",Junior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,High,Certified Data Scientist
Business Analyst,Company_229,Automobile,Chennai,"Python, SQL, Machine Learning",Senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-06,Low,None
Cyber Security Analyst,Company_77,Finance,Bangalore,"JavaScript, React, HTML, CSS",Fresher,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-20,High,Cybersecurity Essentials
Cyber Security Analyst,Company_436,IT,Mumbai,"Python, Data Analysis, Statistics",Mid,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-20,Low,Cybersecurity Essentials
Cloud Engineer,Company_50,Manufacturing,Delhi,"Linux, Networking, Security",Senior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-29,High,AWS Certified Solutions Architect
AI Engineer,Company_223,E-commerce,Delhi,"Python, SQL, Machine Learning",Mid,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-11,High,None
Product Manager,Company_140,Education,Mumbai,"Python, SQL, Machine Learning",Junior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-22,High,None
Business Analyst,Company_13,IT,Chennai,"Power BI, Excel, SQL",Fresher,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,Low,None
Backend Developer,Company_131,Healthcare,Bangalore,"Power BI, Excel, SQL",Junior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-28,High,None
DevOps Engineer,Company_10,Finance,Chennai,"Python, Data Analysis, Statistics",Senior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-13,Medium,None
Data Scientist,Company_8,Healthcare,Delhi,"Power BI, Excel, SQL",Mid,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-29,Low,Certified Data Scientist
Frontend Developer,Company_129,Automobile,Delhi,"Linux, Networking, Security",Fresher,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-02,Low,None
Software Developer,Company_434,Automobile,Bangalore,"Python, Deep Learning, NLP",Mid,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-02,High,None
Product Manager,Company_449,Telecom,Bangalore,"Python, Data Analysis, Statistics",Fresher,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-14,Medium,None
Data Scientist,Company_110,Telecom,Bangalore,"Java, Spring, Microservices",Junior,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-13,Medium,Certified Data Scientist
Business Analyst,Company_25,Education,Kolkata,"Python, SQL, Machine Learning",Junior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-25,Low,None
AI Engineer,Company_64,E-commerce,Kolkata,"Python, SQL, Machine Learning",Junior,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-28,Medium,None
Data Analyst,Company_264,Healthcare,Kolkata,"Power BI, Excel, SQL",Junior,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-16,Low,Google Data Analytics Certificate
Business Analyst,Company_117,Healthcare,Pune,"Python, Data Analysis, Statistics",Senior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-18,High,None
Data Analyst,Company_352,IT,Pune,"AWS, Docker, Kubernetes",Junior,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,Medium,Google Data Analytics Certificate
Product Manager,Company_346,E-commerce,Kolkata,"AWS, Docker, Kubernetes",Mid,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-30,Low,None
Software Developer,Company_138,Automobile,Bangalore,"Linux, Networking, Security",Junior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-21,Low,None
